Time;Acceleration;Position
2025/04/27_16:05:34;{'x': 10.417171423339843, 'y': 0.08379705810546874, 'z': 1.2497732666015624};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:35;{'x': 10.299855541992187, 'y': -0.023942016601562498, 'z': 1.3192051147460937};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:36;{'x': 10.524910498046875, 'y': 0.03591302490234375, 'z': 1.369483349609375};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:37;{'x': 10.366893188476562, 'y': 0.07422025146484375, 'z': 1.3215993164062498};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:38;{'x': 10.371681591796875, 'y': 0.06703764648437499, 'z': 1.20667763671875};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:39;{'x': 10.407594616699217, 'y': 0.0430956298828125, 'z': 1.1947066284179686};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:40;{'x': 10.388441003417968, 'y': 0.055066638183593745, 'z': 1.0917559570312498};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:41;{'x': 10.532093103027343, 'y': 0.105344873046875, 'z': 1.2234370483398436};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:42;{'x': 10.374075793457031, 'y': 0.06943184814453125, 'z': 1.3120225097656248};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:43;{'x': 10.388441003417968, 'y': 0.08140285644531249, 'z': 1.2617442749023438};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:44;{'x': 10.371681591796875, 'y': 0.0718260498046875, 'z': 1.3120225097656248};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:45;{'x': 10.378864196777343, 'y': 0.09816226806640624, 'z': 1.2641384765625};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:46;{'x': 10.335768566894531, 'y': 0.062249243164062495, 'z': 1.2856862915039062};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:47;{'x': 10.364498986816406, 'y': 0.055066638183593745, 'z': 1.3407529296874998};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:48;{'x': 10.36210478515625, 'y': 0.06464344482421874, 'z': 1.2665326782226562};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:49;{'x': 10.338162768554687, 'y': 0.062249243164062495, 'z': 1.254561669921875};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:50;{'x': 10.374075793457031, 'y': 0.01915361328125, 'z': 1.3024457031249999};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:51;{'x': 10.340556970214843, 'y': 0.09337386474609374, 'z': 1.3192051147460937};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:52;{'x': 10.359710583496094, 'y': 0.05746083984375, 'z': 1.3287819213867187};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:53;{'x': 10.414777221679687, 'y': 0.04548983154296875, 'z': 1.2234370483398436};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:54;{'x': 10.340556970214843, 'y': 0.0143652099609375, 'z': 1.2114660400390624};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:55;{'x': 10.36210478515625, 'y': 0.055066638183593745, 'z': 1.2210428466796874};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:56;{'x': 10.340556970214843, 'y': 0.05027823486328125, 'z': 1.3335703247070312};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:57;{'x': 10.345345373535155, 'y': 0.023942016601562498, 'z': 1.3479355346679687};(8.7429627, 48.074905, 689990)
2025/04/27_16:05:58;{'x': 10.376469995117187, 'y': 0.0718260498046875, 'z': 1.2641384765625};(8.7429627, 48.074905, 689990)
2025/04/27_16:05:59;{'x': 10.364498986816406, 'y': 0.06943184814453125, 'z': 1.2689268798828124};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:00;{'x': 10.414777221679687, 'y': 0.06703764648437499, 'z': 1.2138602416992186};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:01;{'x': 10.345345373535155, 'y': 0.033518823242187495, 'z': 1.2497732666015624};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:02;{'x': 10.359710583496094, 'y': 0.07900865478515624, 'z': 1.2808978881835937};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:03;{'x': 10.340556970214843, 'y': 0.023942016601562498, 'z': 1.1061211669921875};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:04;{'x': 10.374075793457031, 'y': 0.06943184814453125, 'z': 1.369483349609375};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:05;{'x': 10.390835205078124, 'y': 0.10773907470703124, 'z': 1.2641384765625};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:06;{'x': 10.366893188476562, 'y': 0.062249243164062495, 'z': 1.2473790649414063};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:07;{'x': 10.383652600097655, 'y': 0.105344873046875, 'z': 1.2689268798828124};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:08;{'x': 10.359710583496094, 'y': 0.1005564697265625, 'z': 1.3072341064453123};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:09;{'x': 10.381258398437499, 'y': 0.03591302490234375, 'z': 1.2401964599609374};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:10;{'x': 10.36210478515625, 'y': 0.08140285644531249, 'z': 1.1516109985351561};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:11;{'x': 10.342951171874999, 'y': 0.0430956298828125, 'z': 1.3335703247070312};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:12;{'x': 10.36210478515625, 'y': 0.08858546142578125, 'z': 1.2425906616210938};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:13;{'x': 10.39322940673828, 'y': -0.01915361328125, 'z': 1.2521674682617188};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:14;{'x': 10.27830772705078, 'y': 0.06464344482421874, 'z': 1.2617442749023438};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:15;{'x': 10.405200415039062, 'y': 0.07422025146484375, 'z': 1.24498486328125};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:16;{'x': 10.426748229980468, 'y': 0.047884033203124995, 'z': 1.3048399047851562};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:17;{'x': 10.378864196777343, 'y': 0.09816226806640624, 'z': 1.1923124267578125};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:18;{'x': 10.371681591796875, 'y': 0.040701428222656245, 'z': 1.2569558715820313};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:19;{'x': 10.35492218017578, 'y': 0.0143652099609375, 'z': 1.209071838378906};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:20;{'x': 10.280701928710936, 'y': 0.02154781494140625, 'z': 1.2282254516601563};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:21;{'x': 10.271125122070313, 'y': 0.03591302490234375, 'z': 1.2856862915039062};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:22;{'x': 10.39322940673828, 'y': 0.047884033203124995, 'z': 1.0917559570312498};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:23;{'x': 10.359710583496094, 'y': 0.03591302490234375, 'z': 1.1659762084960936};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:24;{'x': 10.395623608398436, 'y': 0.04548983154296875, 'z': 1.3479355346679687};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:25;{'x': 10.369287390136718, 'y': 0.011971008300781249, 'z': 1.3551181396484375};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:26;{'x': 10.556035119628906, 'y': 0.031124621582031248, 'z': 1.2473790649414063};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:27;{'x': 10.371681591796875, 'y': 0.10295067138671875, 'z': 1.2737152832031249};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:28;{'x': 10.304643945312499, 'y': 0.05027823486328125, 'z': 1.1947066284179686};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:29;{'x': 10.352527978515624, 'y': 0.05027823486328125, 'z': 1.2138602416992186};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:30;{'x': 10.357316381835936, 'y': 0.06464344482421874, 'z': 1.369483349609375};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:32;{'x': 10.338162768554687, 'y': 0.009576806640625, 'z': 1.3335703247070312};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:32;{'x': 10.39322940673828, 'y': 0.08379705810546874, 'z': 1.2234370483398436};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:33;{'x': 10.36210478515625, 'y': 0.08379705810546874, 'z': 1.3144167114257812};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:35;{'x': 10.347739575195313, 'y': 0.0383072265625, 'z': 1.1707646118164061};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:35;{'x': 10.357316381835936, 'y': 0.047884033203124995, 'z': 1.2425906616210938};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:36;{'x': 10.108319409179687, 'y': 0.040701428222656245, 'z': 1.180341418457031};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:38;{'x': 10.342951171874999, 'y': 0.05985504150390625, 'z': 1.2521674682617188};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:40;{'x': 10.376469995117187, 'y': 0.04548983154296875, 'z': 1.2378022583007813};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:42;{'x': 10.350133776855468, 'y': 0.00718260498046875, 'z': 1.3024457031249999};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:42;{'x': 10.342951171874999, 'y': 0.13407529296874998, 'z': 1.2210428466796874};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:43;{'x': 10.345345373535155, 'y': 0.033518823242187495, 'z': 1.3000515014648437};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:44;{'x': 10.395623608398436, 'y': 0.08140285644531249, 'z': 1.24498486328125};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:45;{'x': 10.386046801757812, 'y': 0.07900865478515624, 'z': 1.2330138549804688};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:46;{'x': 10.371681591796875, 'y': 0.0526724365234375, 'z': 1.2976572998046874};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:47;{'x': 10.328585961914062, 'y': 0.047884033203124995, 'z': 1.24498486328125};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:49;{'x': 10.359710583496094, 'y': 0.08379705810546874, 'z': 1.3958195678710936};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:49;{'x': 10.275913525390624, 'y': 0.03591302490234375, 'z': 1.2593500732421874};(8.7429627, 48.074905, 689990)
2025/04/27_16:06:50;{'x': 10.304643945312499, 'y': 0.0526724365234375, 'z': 1.2330138549804688};(8.7429627, 48.074905, 689990)
2025/04/27_16:12:23;{'x': 0.6272808349609375, 'y': 2.3822306518554686, 'z': 9.459490759277344};(8.743137299999999, 48.0751157, 723118)
2025/04/27_16:12:24;{'x': 0.7254431030273437, 'y': 2.4061726684570313, 'z': 9.581595043945311};(8.743136999999999, 48.0751134, 723345)
2025/04/27_16:12:25;{'x': 0.6177040283203125, 'y': 2.4133552734375, 'z': 9.433154541015625};(8.743136999999999, 48.0751134, 723345)
2025/04/27_16:12:49;{'x': 0.622492431640625, 'y': 2.4013842651367185, 'z': 9.390058911132812};(8.7431655, 48.0751266, 719192)
2025/04/27_16:12:50;{'x': 0.6272808349609375, 'y': 2.3822306518554686, 'z': 9.390058911132812};(8.7431655, 48.0751266, 719192)
2025/04/27_16:12:51;{'x': 0.612915625, 'y': 2.389413256835937, 'z': 9.445125549316407};(8.7431678, 48.075128899999996, 719802)
2025/04/27_16:12:52;{'x': 0.4860229370117187, 'y': 2.4157494750976563, 'z': 9.452308154296874};(8.7431678, 48.075128899999996, 719802)
2025/04/27_16:12:53;{'x': 0.6871358764648438, 'y': 2.3343466186523436, 'z': 9.411606726074218};(8.7431665, 48.0751311, 720450)
2025/04/27_16:13:23;{'x': 0.7757213378906249, 'y': 2.346317626953125, 'z': 9.368511096191405};(8.7432413, 48.0751195, 711756)
2025/04/27_16:13:24;{'x': 0.7900865478515624, 'y': 2.3535002319335936, 'z': 9.488221179199218};(8.7432383, 48.0751172, 712006)
2025/04/27_16:13:25;{'x': 0.7541735229492187, 'y': 2.3151930053710936, 'z': 9.521740002441407};(8.743243999999999, 48.0751169, 712252)
2025/04/27_16:14:51;{'x': 0.7876923461914062, 'y': 2.3678654418945313, 'z': 9.476250170898437};(8.743202499999999, 48.075099699999996, 685190)
2025/04/27_16:14:52;{'x': 0.7781155395507812, 'y': 2.308010400390625, 'z': 9.471461767578125};(8.743202499999999, 48.075099699999996, 685190)
2025/04/27_16:14:53;{'x': 0.7110778930664062, 'y': 2.3247698120117186, 'z': 9.5001921875};(8.743202499999999, 48.075099699999996, 685190)
2025/04/27_16:16:14;{'x': 0.7900865478515624, 'y': 2.360682836914062, 'z': 9.509768994140625};(8.7433971, 48.0750782, 662481)
2025/04/27_16:16:15;{'x': 0.7876923461914062, 'y': 2.3223756103515623, 'z': 9.45470235595703};(8.7433968, 48.0750763, 661810)
2025/04/27_16:16:16;{'x': 0.7517793212890624, 'y': 2.3415292236328122, 'z': 9.49300958251953};(8.7433968, 48.0750763, 661810)
2025/04/27_16:16:17;{'x': 0.7278373046875, 'y': 2.346317626953125, 'z': 9.643844287109374};(8.7433968, 48.0750763, 661810)
2025/04/27_16:16:18;{'x': 0.7900865478515624, 'y': 2.3295582153320313, 'z': 9.497797985839844};(8.7433976, 48.0750743, 661408)
2025/04/27_16:16:19;{'x': 0.7589619262695312, 'y': 2.370259643554687, 'z': 9.45470235595703};(8.7433976, 48.0750743, 661408)
2025/04/27_16:16:20;{'x': 0.737414111328125, 'y': 2.308010400390625, 'z': 9.524134204101562};(8.7433976, 48.0750743, 661408)
2025/04/27_16:16:21;{'x': 0.6344634399414062, 'y': 2.3056161987304686, 'z': 9.540893615722656};(8.7433976, 48.0750743, 661408)
2025/04/27_16:16:22;{'x': 0.7158662963867187, 'y': 2.3056161987304686, 'z': 9.406818322753905};(8.7433976, 48.0750743, 661408)
2025/04/27_16:16:23;{'x': 0.7589619262695312, 'y': 2.3439234252929686, 'z': 9.380482104492186};(8.7433976, 48.0750743, 661408)
2025/04/27_16:16:24;{'x': 0.7876923461914062, 'y': 2.3678654418945313, 'z': 9.411606726074218};(8.743399799999999, 48.0750721, 660017)
2025/04/27_16:16:25;{'x': 0.7565677246093749, 'y': 2.308010400390625, 'z': 9.526528405761718};(8.743399799999999, 48.0750721, 660017)
2025/04/27_16:16:26;{'x': 0.9050082275390624, 'y': 2.365471240234375, 'z': 9.485826977539062};(8.743399799999999, 48.0750721, 660017)
2025/04/27_16:16:27;{'x': 0.6200982299804687, 'y': 2.4109610717773435, 'z': 9.476250170898437};(8.743399799999999, 48.0750721, 660017)
2025/04/27_16:16:28;{'x': 0.7230489013671875, 'y': 2.384624853515625, 'z': 9.45470235595703};(8.743399799999999, 48.0750721, 660017)
2025/04/27_16:16:29;{'x': 0.7757213378906249, 'y': 2.3127988037109373, 'z': 9.3852705078125};(8.743402999999999, 48.075071, 658919)
2025/04/27_16:16:30;{'x': 0.7852981445312499, 'y': 2.27927998046875, 'z': 9.5001921875};(8.743402999999999, 48.075071, 658919)
2025/04/27_16:16:31;{'x': 0.7805097412109374, 'y': 2.4444798950195312, 'z': 9.368511096191405};(8.7434054, 48.075068699999996, 658424)
2025/04/27_16:16:32;{'x': 0.6177040283203125, 'y': 2.31758720703125, 'z': 9.610325463867188};(8.7434054, 48.075068699999996, 658424)
2025/04/27_16:16:33;{'x': 0.7876923461914062, 'y': 2.360682836914062, 'z': 9.495403784179686};(8.743405, 48.0750673, 658160)
2025/04/27_16:16:34;{'x': 0.7589619262695312, 'y': 2.3223756103515623, 'z': 9.598354455566406};(8.743405, 48.0750673, 658160)
2025/04/27_16:16:35;{'x': 0.6344634399414062, 'y': 2.4444798950195312, 'z': 9.6151138671875};(8.743405, 48.0750673, 658160)
2025/04/27_16:16:36;{'x': 0.7829039428710937, 'y': 2.375048046875, 'z': 9.430760339355468};(8.743405, 48.0750673, 658160)
2025/04/27_16:16:37;{'x': 0.7805097412109374, 'y': 2.3415292236328122, 'z': 9.452308154296874};(8.7434087, 48.075065099999996, 658252)
2025/04/27_16:16:38;{'x': 0.7206546997070312, 'y': 2.365471240234375, 'z': 9.397241516113281};(8.7434087, 48.075065099999996, 658252)
2025/04/27_16:16:39;{'x': 0.7589619262695312, 'y': 2.2936451904296873, 'z': 9.387664709472656};(8.7434087, 48.075065099999996, 658252)
2025/04/27_16:16:40;{'x': 0.8667010009765624, 'y': 2.3367408203125, 'z': 9.433154541015625};(8.7434087, 48.075065099999996, 658252)
2025/04/27_16:16:41;{'x': 0.7757213378906249, 'y': 2.308010400390625, 'z': 9.445125549316407};(8.743407, 48.075065699999996, 658293)
2025/04/27_16:16:42;{'x': 0.7733271362304687, 'y': 2.3439234252929686, 'z': 9.516951599121093};(8.743407, 48.075065699999996, 658293)
2025/04/27_16:16:43;{'x': 0.7541735229492187, 'y': 2.346317626953125, 'z': 9.497797985839844};(8.743407, 48.075065699999996, 658293)
2025/04/27_16:16:44;{'x': 0.7613561279296874, 'y': 2.3678654418945313, 'z': 9.464279162597656};(8.743397, 48.0750623, 658028)
2025/04/27_16:16:45;{'x': 0.7445967163085937, 'y': 2.4157494750976563, 'z': 9.45470235595703};(8.743397, 48.0750623, 658028)
2025/04/27_16:16:46;{'x': 0.7613561279296874, 'y': 2.3678654418945313, 'z': 9.418789331054686};(8.743397, 48.0750623, 658028)
2025/04/27_16:16:47;{'x': 0.7134720947265625, 'y': 2.327164013671875, 'z': 9.550470422363281};(8.743397, 48.0750623, 658028)
2025/04/27_16:16:48;{'x': 0.7015010864257812, 'y': 2.31758720703125, 'z': 9.449913952636718};(8.743397, 48.0750623, 658028)
2025/04/27_16:16:49;{'x': 0.7422025146484375, 'y': 2.3535002319335936, 'z': 9.524134204101562};(8.743397, 48.0750623, 658028)
2025/04/27_16:16:50;{'x': 0.8020575561523438, 'y': 2.3247698120117186, 'z': 9.442731347656249};(8.7433783, 48.075049299999996, 659083)
2025/04/27_16:16:51;{'x': 0.7685387329101562, 'y': 2.4444798950195312, 'z': 9.435548742675781};(8.7433783, 48.075049299999996, 659083)
2025/04/27_16:16:52;{'x': 0.6344634399414062, 'y': 2.3678654418945313, 'z': 9.519345800781249};(8.743362399999999, 48.075041399999996, 659948)
2025/04/27_16:16:53;{'x': 0.7781155395507812, 'y': 2.3822306518554686, 'z': 9.435548742675781};(8.743362399999999, 48.075041399999996, 659948)
2025/04/27_16:16:54;{'x': 0.7613561279296874, 'y': 2.346317626953125, 'z': 9.497797985839844};(8.743362399999999, 48.075041399999996, 659948)
2025/04/27_16:16:55;{'x': 0.7565677246093749, 'y': 2.3487118286132813, 'z': 9.504980590820312};(8.743343699999999, 48.0750405, 659809)
2025/04/27_16:16:56;{'x': 0.737414111328125, 'y': 2.3678654418945313, 'z': 9.430760339355468};(8.743343699999999, 48.0750405, 659809)
2025/04/27_16:16:57;{'x': 0.7589619262695312, 'y': 2.3511060302734372, 'z': 9.631873278808593};(8.743343699999999, 48.0750405, 659809)
2025/04/27_16:16:58;{'x': 0.7709329345703124, 'y': 2.3678654418945313, 'z': 9.435548742675781};(8.743343699999999, 48.0750405, 659809)
2025/04/27_16:16:59;{'x': 0.6177040283203125, 'y': 2.3678654418945313, 'z': 9.497797985839844};(8.743331699999999, 48.0750393, 660404)
2025/04/27_16:17:00;{'x': 0.7709329345703124, 'y': 2.346317626953125, 'z': 9.392453112792968};(8.743331699999999, 48.0750393, 660404)
2025/04/27_16:17:01;{'x': 0.7326257080078125, 'y': 2.327164013671875, 'z': 9.41639512939453};(8.743331699999999, 48.0750393, 660404)
2025/04/27_16:17:02;{'x': 0.6943184814453125, 'y': 2.3870190551757813, 'z': 9.430760339355468};(8.743331699999999, 48.0750393, 660404)
2025/04/27_16:17:03;{'x': 0.7445967163085937, 'y': 2.3487118286132813, 'z': 9.464279162597656};(8.743331699999999, 48.0750393, 660404)
2025/04/27_16:17:04;{'x': 0.7254431030273437, 'y': 2.3295582153320313, 'z': 9.583989245605467};(8.743331699999999, 48.0750393, 660404)
2025/04/27_16:17:05;{'x': 0.737414111328125, 'y': 2.35589443359375, 'z': 9.354145886230468};(8.7433161, 48.0750325, 660956)
2025/04/27_16:17:06;{'x': 0.622492431640625, 'y': 2.346317626953125, 'z': 9.394847314453125};(8.7433161, 48.0750325, 660956)
2025/04/27_16:17:07;{'x': 0.6751648681640625, 'y': 2.3726538452148436, 'z': 9.442731347656249};(8.7433161, 48.0750325, 660956)
2025/04/27_16:17:08;{'x': 0.7326257080078125, 'y': 2.1739351074218747, 'z': 9.567229833984374};(8.7433038, 48.0750245, 661224)
2025/04/27_16:17:09;{'x': 0.6631938598632812, 'y': 2.346317626953125, 'z': 9.449913952636718};(8.7433038, 48.0750245, 661224)
2025/04/27_16:17:10;{'x': 0.833182177734375, 'y': 2.288856787109375, 'z': 9.562441430664062};(8.7433038, 48.0750245, 661224)
2025/04/27_16:17:11;{'x': 0.7685387329101562, 'y': 2.4444798950195312, 'z': 9.445125549316407};(8.7433038, 48.0750245, 661224)
2025/04/27_16:17:12;{'x': 0.7829039428710937, 'y': 2.35589443359375, 'z': 9.476250170898437};(8.7433038, 48.0750245, 661224)
2025/04/27_16:17:13;{'x': 0.7805097412109374, 'y': 2.35589443359375, 'z': 9.53131680908203};(8.7433038, 48.0750245, 661224)
2025/04/27_16:17:14;{'x': 0.718260498046875, 'y': 2.3247698120117186, 'z': 9.430760339355468};(8.7433038, 48.0750245, 661224)
2025/04/27_16:17:15;{'x': 0.9026140258789062, 'y': 2.35589443359375, 'z': 9.449913952636718};(8.7433038, 48.0750245, 661224)
2025/04/27_16:17:16;{'x': 0.7589619262695312, 'y': 2.3726538452148436, 'z': 9.440337145996093};(8.7433038, 48.0750245, 661224)
2025/04/27_16:17:17;{'x': 0.7541735229492187, 'y': 2.3439234252929686, 'z': 9.4618849609375};(8.7432569, 48.075007, 661162)
2025/04/27_16:17:18;{'x': 0.7589619262695312, 'y': 2.310404602050781, 'z': 9.437942944335937};(8.7432569, 48.075007, 661162)
2025/04/27_16:17:19;{'x': 0.6464344482421874, 'y': 2.3439234252929686, 'z': 9.466673364257812};(8.7432569, 48.075007, 661162)
2025/04/27_16:17:20;{'x': 0.70868369140625, 'y': 2.39420166015625, 'z': 9.404424121093749};(8.7432569, 48.075007, 661162)
2025/04/27_16:17:21;{'x': 0.7589619262695312, 'y': 2.3918074584960936, 'z': 9.497797985839844};(8.7432569, 48.075007, 661162)
2025/04/27_16:17:22;{'x': 0.7517793212890624, 'y': 2.3511060302734372, 'z': 9.488221179199218};(8.7432442, 48.0750028, 662602)
2025/04/27_16:17:23;{'x': 0.7781155395507812, 'y': 2.346317626953125, 'z': 9.418789331054686};(8.7432442, 48.0750028, 662602)
2025/04/27_16:17:24;{'x': 0.7278373046875, 'y': 2.3487118286132813, 'z': 9.392453112792968};(8.7432442, 48.0750028, 662602)
2025/04/27_16:17:25;{'x': 0.7541735229492187, 'y': 2.3032219970703123, 'z': 9.490615380859374};(8.7432442, 48.0750028, 662602)
2025/04/27_16:17:26;{'x': 0.7422025146484375, 'y': 2.3582886352539063, 'z': 9.45470235595703};(8.7432442, 48.0750028, 662602)
2025/04/27_16:17:27;{'x': 0.7493851196289062, 'y': 2.3511060302734372, 'z': 9.368511096191405};(8.7432249, 48.075007199999995, 664271)
2025/04/27_16:17:28;{'x': 0.7326257080078125, 'y': 2.39420166015625, 'z': 9.543287817382812};(8.7432324, 48.0749996, 668406)
2025/04/27_16:23:16;{'x': 0.737414111328125, 'y': 2.300827795410156, 'z': 9.349357482910156};(8.7431971, 48.0750817, 715216)
2025/04/27_16:23:17;{'x': 0.7398083129882812, 'y': 2.3151930053710936, 'z': 9.45470235595703};(8.7431915, 48.0750837, 715434)
2025/04/27_16:24:00;{'x': 0.47884033203125, 'y': 2.389413256835937, 'z': 9.449913952636718};(0, 0, 0)
2025/04/27_16:24:00;{'x': 0.4860229370117187, 'y': 2.29843359375, 'z': 9.45470235595703};(8.743091999999999, 48.075102799999996, 708635)
2025/04/27_16:24:01;{'x': 0.4955997436523437, 'y': 2.308010400390625, 'z': 9.457096557617186};(8.7431015, 48.0751035, 710328)
2025/04/27_16:24:40;{'x': 0.5291185668945312, 'y': 2.3343466186523436, 'z': 9.466673364257812};(8.743216, 48.0750981, 718480)
2025/04/27_16:24:41;{'x': 0.5339069702148437, 'y': 2.327164013671875, 'z': 9.504980590820312};(8.7432182, 48.0750975, 718741)
2025/04/27_17:40:50;{'x': 2.834734765625, 'y': 1.5945383056640625, 'z': 9.423577734375};(8.7431433, 48.0752569, 729212)
2025/04/27_17:40:51;{'x': 2.85388837890625, 'y': 1.6735469604492186, 'z': 9.41639512939453};(8.7431433, 48.0752569, 729212)
2025/04/27_17:40:52;{'x': 2.8730419921875, 'y': 1.5729904907226562, 'z': 9.397241516113281};(8.7431433, 48.0752569, 729212)
2025/04/27_17:40:53;{'x': 2.920926025390625, 'y': 1.5562310791015623, 'z': 9.41639512939453};(8.7431433, 48.0752569, 729212)
2025/04/27_17:40:54;{'x': 2.8323405639648436, 'y': 1.5514426757812498, 'z': 9.3852705078125};(8.7431433, 48.0752569, 729212)
2025/04/27_17:40:55;{'x': 2.825157958984375, 'y': 0.17956512451171874, 'z': 9.358934289550781};(8.7431433, 48.0752569, 729212)
2025/04/27_17:40:56;{'x': 2.858676782226562, 'y': 1.5394716674804687, 'z': 9.423577734375};(8.7431433, 48.0752569, 729212)
2025/04/27_17:40:57;{'x': 2.8898014038085935, 'y': 1.5682020874023437, 'z': 9.404424121093749};(8.7431433, 48.0752569, 729212)
2025/04/27_17:40:58;{'x': 2.7748797241210936, 'y': 1.5634136840820312, 'z': 9.414000927734374};(8.7431433, 48.0752569, 729212)
2025/04/27_17:40:59;{'x': 2.89219560546875, 'y': 1.6519991455078125, 'z': 9.414000927734374};(8.7431433, 48.0752569, 729212)
2025/04/27_17:41:00;{'x': 2.806004345703125, 'y': 1.5370774658203123, 'z': 9.390058911132812};(8.7431433, 48.0752569, 729212)
2025/04/27_17:41:01;{'x': 2.849099975585937, 'y': 1.6232687255859375, 'z': 9.390058911132812};(8.7431433, 48.0752569, 729212)
2025/04/27_17:41:02;{'x': 2.8850130004882812, 'y': 1.5801730957031248, 'z': 9.349357482910156};(8.7431433, 48.0752569, 729212)
2025/04/27_17:41:03;{'x': 2.786850732421875, 'y': 1.5203180541992187, 'z': 9.358934289550781};(8.7431433, 48.0752569, 729212)
2025/04/27_17:41:04;{'x': 3.0597897216796874, 'y': 1.5275006591796874, 'z': 9.421183532714844};(8.7431433, 48.0752569, 729212)
2025/04/27_17:50:42;{'x': 0.45489831542968745, 'y': 2.1619640991210938, 'z': 9.457096557617186};(8.7431433, 48.0752569, 729212)
2025/04/27_17:51:44;{'x': 0.5722141967773438, 'y': 2.1978771240234374, 'z': 9.572018237304688};(8.7431433, 48.0752569, 729212)
2025/04/27_17:51:45;{'x': 0.46208092041015625, 'y': 2.2194249389648437, 'z': 9.34696328125};(8.7431433, 48.0752569, 729212)
2025/04/27_17:51:45;{'x': 0.4261678955078125, 'y': 2.252943762207031, 'z': 9.540893615722656};(8.7431433, 48.0752569, 729212)
2025/04/27_17:51:46;{'x': 0.4572925170898437, 'y': 2.2074539306640624, 'z': 9.469067565917967};(8.7431433, 48.0752569, 729212)
2025/04/27_17:51:47;{'x': 0.49320554199218747, 'y': 2.2002713256835937, 'z': 9.49300958251953};(8.7431433, 48.0752569, 729212)
